site_name,site_id,year,year_id,count
Loughs Foyle & Swilly,1,1984,1,254
Loughs Foyle & Swilly,1,1985,2,245
Loughs Foyle & Swilly,1,1986,3,239
Loughs Foyle & Swilly,1,1987,4,240
Loughs Foyle & Swilly,1,1988,5,267
Loughs Foyle & Swilly,1,1989,6,318
Loughs Foyle & Swilly,1,1990,7,369
Loughs Foyle & Swilly,1,1991,8,418
Loughs Foyle & Swilly,1,1992,9,371
Loughs Foyle & Swilly,1,1993,10,575
Loughs Foyle & Swilly,1,1994,11,601
Loughs Foyle & Swilly,1,1995,12,664
Loughs Foyle & Swilly,1,1996,13,894
Loughs Foyle & Swilly,1,1997,14,1164
Loughs Foyle & Swilly,1,1998,15,914
Loughs Foyle & Swilly,1,1999,16,1128
Loughs Foyle & Swilly,1,2000,17,1200
Loughs Foyle & Swilly,1,2001,18,701
Loughs Foyle & Swilly,1,2002,19,1038
Loughs Foyle & Swilly,1,2003,20,994
Loughs Foyle & Swilly,1,2004,21,626
Loughs Foyle & Swilly,1,2005,22,903
Loughs Foyle & Swilly,1,2006,23,742
Loughs Foyle & Swilly,1,2007,24,1107
Loughs Foyle & Swilly,1,2008,25,1157
Loughs Foyle & Swilly,1,2009,26,1038
Loughs Foyle & Swilly,1,2010,27,1248
Loughs Foyle & Swilly,1,2011,28,1288
Loughs Foyle & Swilly,1,2012,29,1032
Loughs Foyle & Swilly,1,2013,30,1220
Loughs Foyle & Swilly,1,2014,31,990
Loughs Foyle & Swilly,1,2015,32,1026
Loughs Foyle & Swilly,1,2016,33,720
Loughs Foyle & Swilly,1,2017,34,607
Loughs Foyle & Swilly,1,2018,35,604
Dunfanaghy,2,1984,1,120
Dunfanaghy,2,1985,2,175
Dunfanaghy,2,1986,3,154
Dunfanaghy,2,1987,4,196
Dunfanaghy,2,1988,5,227
Dunfanaghy,2,1989,6,249
Dunfanaghy,2,1990,7,228
Dunfanaghy,2,1991,8,219
Dunfanaghy,2,1992,9,193
Dunfanaghy,2,1993,10,131
Dunfanaghy,2,1994,11,147
Dunfanaghy,2,1995,12,214
Dunfanaghy,2,1996,13,211
Dunfanaghy,2,1997,14,311
Dunfanaghy,2,1998,15,219
Dunfanaghy,2,1999,16,145
Dunfanaghy,2,2000,17,269
Dunfanaghy,2,2001,18,138
Dunfanaghy,2,2002,19,129
Dunfanaghy,2,2003,20,76
Dunfanaghy,2,2004,21,120
Dunfanaghy,2,2005,22,NA
Dunfanaghy,2,2006,23,NA
Dunfanaghy,2,2007,24,35
Dunfanaghy,2,2008,25,6
Dunfanaghy,2,2009,26,133
Dunfanaghy,2,2010,27,46
Dunfanaghy,2,2011,28,169
Dunfanaghy,2,2012,29,135
Dunfanaghy,2,2013,30,91
Dunfanaghy,2,2014,31,101
Dunfanaghy,2,2015,32,44
Dunfanaghy,2,2016,33,44
Dunfanaghy,2,2017,34,150
Dunfanaghy,2,2018,35,129
Sheskinmore Lough,3,1984,1,196
Sheskinmore Lough,3,1985,2,396
Sheskinmore Lough,3,1986,3,255
Sheskinmore Lough,3,1987,4,301
Sheskinmore Lough,3,1988,5,136
Sheskinmore Lough,3,1989,6,165
Sheskinmore Lough,3,1990,7,159
Sheskinmore Lough,3,1991,8,93
Sheskinmore Lough,3,1992,9,134
Sheskinmore Lough,3,1993,10,128
Sheskinmore Lough,3,1994,11,96
Sheskinmore Lough,3,1995,12,104
Sheskinmore Lough,3,1996,13,87
Sheskinmore Lough,3,1997,14,110
Sheskinmore Lough,3,1998,15,219
Sheskinmore Lough,3,1999,16,82
Sheskinmore Lough,3,2000,17,72
Sheskinmore Lough,3,2001,18,44
Sheskinmore Lough,3,2002,19,44
Sheskinmore Lough,3,2003,20,40
Sheskinmore Lough,3,2004,21,NA
Sheskinmore Lough,3,2005,22,44
Sheskinmore Lough,3,2006,23,33
Sheskinmore Lough,3,2007,24,51
Sheskinmore Lough,3,2008,25,37
Sheskinmore Lough,3,2009,26,33
Sheskinmore Lough,3,2010,27,38
Sheskinmore Lough,3,2011,28,41
Sheskinmore Lough,3,2012,29,45
Sheskinmore Lough,3,2013,30,37
Sheskinmore Lough,3,2014,31,23
Sheskinmore Lough,3,2015,32,29
Sheskinmore Lough,3,2016,33,29
Sheskinmore Lough,3,2017,34,35
Sheskinmore Lough,3,2018,35,18
Pettigo,4,1984,1,112
Pettigo,4,1985,2,156
Pettigo,4,1986,3,160
Pettigo,4,1987,4,167
Pettigo,4,1988,5,224
Pettigo,4,1989,6,182
Pettigo,4,1990,7,127
Pettigo,4,1991,8,128
Pettigo,4,1992,9,131
Pettigo,4,1993,10,96
Pettigo,4,1994,11,61
Pettigo,4,1995,12,152
Pettigo,4,1996,13,94
Pettigo,4,1997,14,132
Pettigo,4,1998,15,108
Pettigo,4,1999,16,136
Pettigo,4,2000,17,NA
Pettigo,4,2001,18,111
Pettigo,4,2002,19,103
Pettigo,4,2003,20,126
Pettigo,4,2004,21,111
Pettigo,4,2005,22,95
Pettigo,4,2006,23,129
Pettigo,4,2007,24,82
Pettigo,4,2008,25,66
Pettigo,4,2009,26,24
Pettigo,4,2010,27,71
Pettigo,4,2011,28,58
Pettigo,4,2012,29,54
Pettigo,4,2013,30,63
Pettigo,4,2014,31,103
Pettigo,4,2015,32,120
Pettigo,4,2016,33,82
Pettigo,4,2017,34,45
Pettigo,4,2018,35,47
Bunduff,5,1984,1,9
Bunduff,5,1985,2,21
Bunduff,5,1986,3,25
Bunduff,5,1987,4,8
Bunduff,5,1988,5,16
Bunduff,5,1989,6,5
Bunduff,5,1990,7,33
Bunduff,5,1991,8,2
Bunduff,5,1992,9,0
Bunduff,5,1993,10,NA
Bunduff,5,1994,11,NA
Bunduff,5,1995,12,NA
Bunduff,5,1996,13,NA
Bunduff,5,1997,14,NA
Bunduff,5,1998,15,NA
Bunduff,5,1999,16,NA
Bunduff,5,2000,17,NA
Bunduff,5,2001,18,NA
Bunduff,5,2002,19,NA
Bunduff,5,2003,20,NA
Bunduff,5,2004,21,NA
Bunduff,5,2005,22,NA
Bunduff,5,2006,23,NA
Bunduff,5,2007,24,NA
Bunduff,5,2008,25,NA
Bunduff,5,2009,26,NA
Bunduff,5,2010,27,NA
Bunduff,5,2011,28,NA
Bunduff,5,2012,29,NA
Bunduff,5,2013,30,NA
Bunduff,5,2014,31,NA
Bunduff,5,2015,32,NA
Bunduff,5,2016,33,NA
Bunduff,5,2017,34,NA
Bunduff,5,2018,35,NA
Lough Macnean,6,1984,1,56
Lough Macnean,6,1985,2,46
Lough Macnean,6,1986,3,60
Lough Macnean,6,1987,4,62
Lough Macnean,6,1988,5,66
Lough Macnean,6,1989,6,77
Lough Macnean,6,1990,7,90
Lough Macnean,6,1991,8,84
Lough Macnean,6,1992,9,80
Lough Macnean,6,1993,10,61
Lough Macnean,6,1994,11,66
Lough Macnean,6,1995,12,104
Lough Macnean,6,1996,13,102
Lough Macnean,6,1997,14,73
Lough Macnean,6,1998,15,98
Lough Macnean,6,1999,16,145
Lough Macnean,6,2000,17,NA
Lough Macnean,6,2001,18,86
Lough Macnean,6,2002,19,NA
Lough Macnean,6,2003,20,NA
Lough Macnean,6,2004,21,NA
Lough Macnean,6,2005,22,NA
Lough Macnean,6,2006,23,NA
Lough Macnean,6,2007,24,69
Lough Macnean,6,2008,25,54
Lough Macnean,6,2009,26,75
Lough Macnean,6,2010,27,69
Lough Macnean,6,2011,28,69
Lough Macnean,6,2012,29,67
Lough Macnean,6,2013,30,64
Lough Macnean,6,2014,31,64
Lough Macnean,6,2015,32,60
Lough Macnean,6,2016,33,84
Lough Macnean,6,2017,34,87
Lough Macnean,6,2018,35,83
Lough Oughter,7,1984,1,NA
Lough Oughter,7,1985,2,57
Lough Oughter,7,1986,3,72
Lough Oughter,7,1987,4,68
Lough Oughter,7,1988,5,52
Lough Oughter,7,1989,6,59
Lough Oughter,7,1990,7,63
Lough Oughter,7,1991,8,67
Lough Oughter,7,1992,9,79
Lough Oughter,7,1993,10,87
Lough Oughter,7,1994,11,57
Lough Oughter,7,1995,12,72
Lough Oughter,7,1996,13,65
Lough Oughter,7,1997,14,71
Lough Oughter,7,1998,15,68
Lough Oughter,7,1999,16,70
Lough Oughter,7,2000,17,45
Lough Oughter,7,2001,18,35
Lough Oughter,7,2002,19,37
Lough Oughter,7,2003,20,35
Lough Oughter,7,2004,21,NA
Lough Oughter,7,2005,22,NA
Lough Oughter,7,2006,23,31
Lough Oughter,7,2007,24,22
Lough Oughter,7,2008,25,14
Lough Oughter,7,2009,26,15
Lough Oughter,7,2010,27,7
Lough Oughter,7,2011,28,3
Lough Oughter,7,2012,29,6
Lough Oughter,7,2013,30,0
Lough Oughter,7,2014,31,NA
Lough Oughter,7,2015,32,NA
Lough Oughter,7,2016,33,NA
Lough Oughter,7,2017,34,NA
Lough Oughter,7,2018,35,NA
Caledon,8,1984,1,82
Caledon,8,1985,2,80
Caledon,8,1986,3,98
Caledon,8,1987,4,NA
Caledon,8,1988,5,76
Caledon,8,1989,6,72
Caledon,8,1990,7,75
Caledon,8,1991,8,80
Caledon,8,1992,9,64
Caledon,8,1993,10,64
Caledon,8,1994,11,68
Caledon,8,1995,12,91
Caledon,8,1996,13,80
Caledon,8,1997,14,50
Caledon,8,1998,15,104
Caledon,8,1999,16,65
Caledon,8,2000,17,80
Caledon,8,2001,18,30
Caledon,8,2002,19,NA
Caledon,8,2003,20,NA
Caledon,8,2004,21,NA
Caledon,8,2005,22,12
Caledon,8,2006,23,NA
Caledon,8,2007,24,5
Caledon,8,2008,25,3
Caledon,8,2009,26,0
Caledon,8,2010,27,2
Caledon,8,2011,28,1
Caledon,8,2012,29,0
Caledon,8,2013,30,NA
Caledon,8,2014,31,NA
Caledon,8,2015,32,NA
Caledon,8,2016,33,NA
Caledon,8,2017,34,NA
Caledon,8,2018,35,NA
Lough Conn,9,1984,1,109
Lough Conn,9,1985,2,169
Lough Conn,9,1986,3,137
Lough Conn,9,1987,4,169
Lough Conn,9,1988,5,175
Lough Conn,9,1989,6,181
Lough Conn,9,1990,7,167
Lough Conn,9,1991,8,138
Lough Conn,9,1992,9,145
Lough Conn,9,1993,10,100
Lough Conn,9,1994,11,131
Lough Conn,9,1995,12,91
Lough Conn,9,1996,13,98
Lough Conn,9,1997,14,109
Lough Conn,9,1998,15,128
Lough Conn,9,1999,16,94
Lough Conn,9,2000,17,73
Lough Conn,9,2001,18,83
Lough Conn,9,2002,19,75
Lough Conn,9,2003,20,72
Lough Conn,9,2004,21,64
Lough Conn,9,2005,22,63
Lough Conn,9,2006,23,66
Lough Conn,9,2007,24,56
Lough Conn,9,2008,25,43
Lough Conn,9,2009,26,51
Lough Conn,9,2010,27,49
Lough Conn,9,2011,28,44
Lough Conn,9,2012,29,54
Lough Conn,9,2013,30,30
Lough Conn,9,2014,31,54
Lough Conn,9,2015,32,30
Lough Conn,9,2016,33,31
Lough Conn,9,2017,34,20
Lough Conn,9,2018,35,21
Bog of Erris,10,1984,1,90
Bog of Erris,10,1985,2,113
Bog of Erris,10,1986,3,82
Bog of Erris,10,1987,4,129
Bog of Erris,10,1988,5,132
Bog of Erris,10,1989,6,145
Bog of Erris,10,1990,7,175
Bog of Erris,10,1991,8,145
Bog of Erris,10,1992,9,134
Bog of Erris,10,1993,10,175
Bog of Erris,10,1994,11,155
Bog of Erris,10,1995,12,152
Bog of Erris,10,1996,13,166
Bog of Erris,10,1997,14,NA
Bog of Erris,10,1998,15,156
Bog of Erris,10,1999,16,146
Bog of Erris,10,2000,17,103
Bog of Erris,10,2001,18,113
Bog of Erris,10,2002,19,115
Bog of Erris,10,2003,20,89
Bog of Erris,10,2004,21,63
Bog of Erris,10,2005,22,NA
Bog of Erris,10,2006,23,66
Bog of Erris,10,2007,24,26
Bog of Erris,10,2008,25,76
Bog of Erris,10,2009,26,40
Bog of Erris,10,2010,27,66
Bog of Erris,10,2011,28,32
Bog of Erris,10,2012,29,30
Bog of Erris,10,2013,30,55
Bog of Erris,10,2014,31,37
Bog of Erris,10,2015,32,35
Bog of Erris,10,2016,33,60
Bog of Erris,10,2017,34,17
Bog of Erris,10,2018,35,68
Errif and Derrycraff,11,1984,1,138
Errif and Derrycraff,11,1985,2,173
Errif and Derrycraff,11,1986,3,275
Errif and Derrycraff,11,1987,4,216
Errif and Derrycraff,11,1988,5,145
Errif and Derrycraff,11,1989,6,74
Errif and Derrycraff,11,1990,7,78
Errif and Derrycraff,11,1991,8,133
Errif and Derrycraff,11,1992,9,176
Errif and Derrycraff,11,1993,10,135
Errif and Derrycraff,11,1994,11,135
Errif and Derrycraff,11,1995,12,171
Errif and Derrycraff,11,1996,13,161
Errif and Derrycraff,11,1997,14,108
Errif and Derrycraff,11,1998,15,124
Errif and Derrycraff,11,1999,16,NA
Errif and Derrycraff,11,2000,17,NA
Errif and Derrycraff,11,2001,18,64
Errif and Derrycraff,11,2002,19,NA
Errif and Derrycraff,11,2003,20,64
Errif and Derrycraff,11,2004,21,NA
Errif and Derrycraff,11,2005,22,38
Errif and Derrycraff,11,2006,23,NA
Errif and Derrycraff,11,2007,24,30
Errif and Derrycraff,11,2008,25,30
Errif and Derrycraff,11,2009,26,39
Errif and Derrycraff,11,2010,27,19
Errif and Derrycraff,11,2011,28,0
Errif and Derrycraff,11,2012,29,48
Errif and Derrycraff,11,2013,30,43
Errif and Derrycraff,11,2014,31,51
Errif and Derrycraff,11,2015,32,14
Errif and Derrycraff,11,2016,33,52
Errif and Derrycraff,11,2017,34,52
Errif and Derrycraff,11,2018,35,61
Connemara,12,1984,1,99
Connemara,12,1985,2,99
Connemara,12,1986,3,NA
Connemara,12,1987,4,NA
Connemara,12,1988,5,NA
Connemara,12,1989,6,134
Connemara,12,1990,7,NA
Connemara,12,1991,8,NA
Connemara,12,1992,9,60
Connemara,12,1993,10,105
Connemara,12,1994,11,100
Connemara,12,1995,12,NA
Connemara,12,1996,13,NA
Connemara,12,1997,14,NA
Connemara,12,1998,15,NA
Connemara,12,1999,16,29
Connemara,12,2000,17,NA
Connemara,12,2001,18,60
Connemara,12,2002,19,NA
Connemara,12,2003,20,NA
